,change_bp,ruptures(pen=20),MarkovRegression(k=2),hmmlearn(states=2)
2020-03-13,24.400000000000006,0,1,1
2020-03-16,-10.099999999999994,0,1,1
2020-03-17,-9.100000000000023,0,1,1
2020-03-18,8.300000000000011,0,1,1
2020-03-19,16.0,0,1,1
2020-03-20,-4.000000000000028,0,1,1
2020-03-23,10.700000000000017,0,1,1
2020-03-24,-1.5,0,1,1
2020-03-25,-10.19999999999996,0,1,1
2020-03-26,-11.500000000000028,0,1,1
2020-03-27,3.1999999999999886,0,1,0
2020-03-30,3.0,0,0,0
2020-03-31,-1.4999999999999716,0,0,0
2020-04-01,0.29999999999998295,0,0,0
2020-04-02,-3.5,0,0,0
2020-04-03,3.0,0,0,0
2020-04-06,0.09999999999999432,0,0,0
2020-04-07,2.900000000000034,0,0,0
2020-04-08,-6.600000000000023,0,0,0
2020-04-09,-7.0,0,0,0
2020-04-10,1.0999999999999943,0,0,0
2020-04-13,2.0,0,0,0
2020-04-14,-1.3000000000000114,0,0,0
2020-04-16,-4.199999999999989,0,0,0
2020-04-17,2.9000000000000057,0,0,0
2020-04-20,-0.700000000000017,0,0,0
2020-04-21,1.3000000000000114,0,0,0
2020-04-22,8.5,0,0,0
2020-04-23,0.8000000000000114,0,0,0
2020-04-24,-1.3000000000000114,0,0,0
2020-04-27,4.500000000000028,0,0,0
2020-04-28,-2.8000000000000114,0,0,0
2020-04-29,-3.5000000000000284,0,0,0
2020-05-04,-2.0999999999999943,0,0,0
2020-05-06,1.8999999999999773,0,0,0
2020-05-07,-4.499999999999972,0,0,0
2020-05-08,-4.5,0,0,0
2020-05-11,4.5,0,0,0
2020-05-12,-4.0,0,0,0
2020-05-13,-3.8000000000000114,0,0,0
2020-05-14,-1.1999999999999886,0,0,0
2020-05-15,-0.30000000000001137,0,0,0
2020-05-18,1.8000000000000114,0,0,0
2020-05-19,-0.30000000000001137,0,0,0
2020-05-20,-3.1999999999999886,0,0,0
2020-05-21,-1.9000000000000057,0,0,0
2020-05-22,-0.09999999999999432,0,0,0
2020-05-25,-2.8000000000000114,0,0,0
2020-05-26,2.5,0,0,0
2020-05-27,-0.5999999999999943,0,0,0
2020-05-28,1.900000000000034,0,0,0
2020-05-29,1.4999999999999716,0,0,0
2020-06-01,3.6999999999999886,0,0,0
2020-06-02,-4.499999999999972,0,0,0
2020-06-03,6.0,0,0,0
2020-06-04,0.9999999999999716,0,0,0
2020-06-05,3.3000000000000114,0,0,0
2020-06-08,-1.3000000000000114,0,0,0
2020-06-09,-6.5,0,0,0
2020-06-10,0.30000000000001137,0,0,0
2020-06-11,-0.30000000000001137,0,0,0
2020-06-12,-0.19999999999998863,0,0,0
2020-06-15,4.199999999999989,0,0,0
2020-06-16,-1.4000000000000057,0,0,0
2020-06-17,-1.0,0,0,0
2020-06-18,-2.299999999999983,0,0,0
2020-06-19,1.5,0,0,0
2020-06-22,0.0,0,0,0
2020-06-23,-1.5,0,0,0
2020-06-24,-1.3000000000000114,0,0,0
2020-06-25,-2.5,0,0,0
2020-06-26,-1.1999999999999886,0,0,0
2020-06-29,3.200000000000017,0,0,0
2020-06-30,2.799999999999983,0,0,0
2020-07-01,1.4999999999999716,0,0,0
2020-07-02,-2.4999999999999716,0,0,0
2020-07-03,0.6999999999999886,0,0,0
2020-07-06,2.8000000000000114,0,0,0
2020-07-07,-2.299999999999983,0,0,0
2020-07-08,-1.200000000000017,0,0,0
2020-07-09,2.1999999999999886,0,0,0
2020-07-10,0.0,0,0,0
2020-07-13,2.5999999999999943,0,0,0
2020-07-14,-1.0999999999999943,0,0,0
2020-07-15,0.0,0,0,0
2020-07-16,-4.199999999999989,0,0,0
2020-07-17,-1.9999999999999716,0,0,0
2020-07-20,-1.8000000000000398,0,0,0
2020-07-21,2.0000000000000284,0,0,0
2020-07-22,-1.0,0,0,0
2020-07-23,-2.0,0,0,0
2020-07-24,-2.0,0,0,0
2020-07-27,-1.0,0,0,0
2020-07-28,3.299999999999983,0,0,0
2020-07-29,-2.0,0,0,0
2020-07-30,-3.0,0,0,0
2020-07-31,2.0,0,0,0
2020-08-03,0.700000000000017,0,0,0
2020-08-04,0.29999999999998295,0,0,0
2020-08-05,-1.299999999999983,0,0,0
2020-08-06,1.299999999999983,0,0,0
2020-08-07,2.1999999999999886,0,0,0
2020-08-10,3.5,0,0,0
2020-08-11,-1.6999999999999886,0,0,0
2020-08-12,3.5,0,0,0
2020-08-13,-2.299999999999983,0,0,0
2020-08-14,4.2999999999999545,0,0,0
2020-08-18,-4.7999999999999545,0,0,0
2020-08-19,0.0,0,0,0
2020-08-20,2.799999999999983,0,0,0
2020-08-21,3.0,0,0,0
2020-08-24,-2.8000000000000114,0,0,0
2020-08-25,0.5000000000000284,0,0,0
2020-08-26,1.799999999999983,0,0,0
2020-08-27,1.799999999999983,0,0,0
2020-08-28,6.200000000000017,0,0,0
2020-08-31,4.199999999999989,0,0,0
2020-09-01,4.30000000000004,0,0,0
2020-09-02,-3.30000000000004,0,0,0
2020-09-03,-0.6999999999999886,0,0,0
2020-09-04,1.0,0,0,0
2020-09-07,3.6999999999999886,0,0,0
2020-09-08,-2.6999999999999886,0,0,0
2020-09-09,-3.3000000000000114,0,0,0
2020-09-10,0.5000000000000284,0,0,0
2020-09-11,0.9999999999999716,0,0,0
2020-09-14,-2.0,0,0,0
2020-09-15,-1.1999999999999886,0,0,0
2020-09-16,-1.8000000000000114,0,0,0
2020-09-17,1.8000000000000114,0,0,0
2020-09-18,0.5,0,0,0
2020-09-21,-0.9999999999999716,0,0,0
2020-09-22,-2.8000000000000114,0,0,0
2020-09-23,-1.700000000000017,0,0,0
2020-09-24,-2.3000000000000114,0,0,0
2020-09-25,0.0,0,0,0
2020-09-28,0.0,0,0,0
2020-09-29,0.0,0,0,0
2020-10-05,5.300000000000011,0,0,0
2020-10-06,5.5,0,0,0
2020-10-07,-0.19999999999998863,0,0,0
2020-10-08,0.799999999999983,0,0,0
2020-10-12,1.5999999999999943,0,0,0
2020-10-13,-3.6999999999999886,0,0,0
2020-10-14,-0.8000000000000114,0,0,0
2020-10-15,-3.9999999999999716,0,0,0
2020-10-16,2.799999999999983,0,0,0
2020-10-19,-6.0,0,0,0
2020-10-20,2.5000000000000284,0,0,0
2020-10-21,5.499999999999972,0,0,0
2020-10-22,-1.5,0,0,0
2020-10-23,-0.9999999999999716,0,0,0
2020-10-26,-1.0000000000000284,0,0,0
2020-10-27,2.1999999999999886,0,0,0
2020-10-28,-0.9999999999999716,0,0,0
2020-10-29,2.299999999999983,0,0,0
2020-10-30,3.200000000000017,0,0,0
2020-11-02,5.2999999999999545,0,0,0
2020-11-03,0.0,0,0,0
2020-11-04,-3.9999999999999716,0,0,0
2020-11-05,-4.0,0,0,0
2020-11-06,4.0,0,0,0
2020-11-09,0.0,0,0,0
2020-11-10,6.499999999999972,0,0,0
2020-11-11,4.000000000000028,0,0,0
2020-11-12,-2.4000000000000057,0,0,0
2020-11-13,-1.9000000000000057,0,0,0
2020-11-16,-0.6999999999999602,0,0,0
2020-11-17,0.19999999999998863,0,0,0
2020-11-18,-1.799999999999983,0,0,0
2020-11-19,1.299999999999983,0,0,0
2020-11-20,-0.5,0,0,0
2020-11-23,-3.0,0,0,0
2020-11-24,1.299999999999983,0,0,0
2020-11-25,4.0,0,0,0
2020-11-26,2.200000000000017,0,0,0
2020-11-27,-1.7000000000000455,0,0,0
2020-11-30,2.200000000000017,0,0,0
2020-12-01,-1.6999999999999886,0,0,0
2020-12-02,3.0,0,0,0
2020-12-03,-1.799999999999983,0,0,0
2020-12-04,0.6999999999999602,0,0,0
2020-12-07,-2.19999999999996,0,0,0
2020-12-08,0.0,0,0,0
2020-12-09,0.9999999999999716,0,0,0
2020-12-10,0.0,0,0,0
2020-12-11,0.5000000000000284,0,0,0
2020-12-14,1.299999999999983,0,0,0
2020-12-15,0.19999999999998863,0,0,0
2020-12-16,2.5,0,0,0
2020-12-17,3.400000000000034,0,0,0
2020-12-18,-2.4000000000000057,0,0,0
2020-12-21,-3.0000000000000284,0,0,0
2020-12-22,-2.1999999999999886,0,0,0
2020-12-23,-1.8000000000000114,0,0,0
2020-12-24,5.500000000000028,0,0,0
2020-12-28,-1.5000000000000284,0,0,0
2020-12-29,2.0,0,0,0
2020-12-30,2.5,0,0,0
2021-01-04,1.0,0,0,0
2021-01-05,-3.6999999999999886,0,0,0
2021-01-06,3.6999999999999886,0,0,0
2021-01-07,-1.1999999999999886,0,0,0
2021-01-08,0.0,0,0,0
2021-01-11,-3.5,0,0,0
2021-01-12,3.200000000000017,0,0,0
2021-01-13,0.0,0,0,0
2021-01-14,1.4999999999999716,0,0,0
2021-01-15,-0.19999999999998863,0,0,0
2021-01-18,-2.0,0,0,0
2021-01-19,0.0,0,0,0
2021-01-20,-0.799999999999983,0,0,0
2021-01-21,0.0,0,0,0
2021-01-22,5.299999999999983,0,0,0
2021-01-25,2.1999999999999886,0,0,0
2021-01-26,-1.0,0,0,0
2021-01-27,-0.5,0,0,0
2021-01-28,0.30000000000001137,0,0,0
2021-01-29,0.0,0,0,0
2021-02-01,2.700000000000017,0,0,0
2021-02-02,-2.700000000000017,0,0,0
2021-02-03,0.19999999999998863,0,0,0
2021-02-04,2.3000000000000114,0,0,0
2021-02-05,-0.8000000000000114,0,0,0
2021-02-08,4.5,0,0,0
2021-02-09,-0.6999999999999886,0,0,0
2021-02-10,1.0,0,0,0
2021-02-15,3.5,0,0,0
2021-02-16,-2.0,0,0,0
2021-02-17,1.6999999999999886,0,0,0
2021-02-18,-0.6999999999999886,0,0,0
2021-02-19,2.1999999999999886,0,0,0
2021-02-22,5.300000000000011,0,0,0
2021-02-23,-3.8000000000000114,0,0,0
2021-02-24,-3.8999999999999773,0,0,0
2021-02-25,4.0,0,0,0
2021-02-26,7.699999999999989,0,0,0
2021-03-02,0.0,0,0,0
2021-03-03,-2.0,0,0,0
2021-03-04,1.6999999999999886,0,0,0
2021-03-05,2.80000000000004,0,0,0
2021-03-08,3.599999999999966,0,0,0
2021-03-09,0.4000000000000057,0,0,0
2021-03-10,0.0,0,0,0
2021-03-11,-1.3000000000000114,0,0,0
2021-03-12,8.300000000000011,0,0,0
2021-03-15,4.699999999999989,0,0,0
2021-03-16,-5.5,0,0,0
2021-03-17,4.100000000000023,0,0,0
2021-03-18,2.3999999999999773,0,0,0
2021-03-19,-4.69999999999996,0,0,0
2021-03-22,-6.500000000000028,0,0,0
2021-03-23,-1.3000000000000114,0,0,0
2021-03-24,-5.699999999999989,0,0,0
2021-03-25,-1.5,0,0,0
2021-03-26,4.5,0,0,0
2021-03-29,-4.300000000000011,0,0,0
2021-03-30,11.0,0,0,0
2021-03-31,-2.0,0,0,0
2021-04-01,-3.6999999999999886,0,0,0
2021-04-02,3.1999999999999886,0,0,0
2021-04-05,4.800000000000011,0,0,0
2021-04-06,-2.3000000000000114,0,0,0
2021-04-07,-1.6999999999999886,0,0,0
2021-04-08,-3.8000000000000114,0,0,0
2021-04-09,0.30000000000001137,0,0,0
2021-04-12,-2.8000000000000114,0,0,0
2021-04-13,2.8000000000000114,0,0,0
2021-04-14,-3.3000000000000114,0,0,0
2021-04-15,2.3000000000000114,0,0,0
2021-04-16,0.6999999999999886,0,0,0
2021-04-19,-4.199999999999989,0,0,0
2021-04-20,2.5999999999999943,0,0,0
2021-04-21,-0.09999999999999432,0,0,0
2021-04-22,0.0,0,0,0
2021-04-23,4.0,0,0,0
2021-04-26,3.1999999999999886,0,0,0
2021-04-27,-0.6999999999999886,0,0,0
2021-04-28,0.6999999999999886,0,0,0
2021-04-29,2.5,0,0,0
